stock,quarter_end,eps,price,pe
AETHER.NS,2023-03-31,3.02,936.55,310.1159
AETHER.NS,2023-06-30,2.25,1067.9,474.6222
AETHER.NS,2023-09-30,2.77,968.45,349.6209
AETHER.NS,2023-12-31,1.31,887.3,677.3282
AETHER.NS,2024-03-31,-0.11,781.0,-7100.0
AETHER.NS,2024-06-30,2.26,922.45,408.1637
AETHER.NS,2024-09-30,2.63,931.1,354.0304
AETHER.NS,2024-12-31,3.27,886.95,271.2385
AETHER.NS,2025-03-31,3.79,831.0,219.2612
AETHER.NS,2025-06-30,3.55,761.75,214.5775
AETHER.NS,2025-09-30,4.07,751.95,184.7543
AETHER.NS,2025-12-31,4.86,860.1,176.9753
AETHER.NS,2026-03-31,4.07,1094.5,268.9189
AFCONS.NS,2023-06-30,12.64,,
AFCONS.NS,2023-09-30,14.47,,
AFCONS.NS,2023-12-31,15.24,,
AFCONS.NS,2024-03-31,4.25,,
AFCONS.NS,2024-06-30,2.69,,
AFCONS.NS,2024-09-30,3.97,,
AFCONS.NS,2024-12-31,4.05,542.03,133.8346
AFCONS.NS,2025-03-31,3.02,484.08,160.2914
AFCONS.NS,2025-06-30,3.74,434.82,116.262
AFCONS.NS,2025-09-30,2.87,455.1,158.5714
AFCONS.NS,2025-12-31,2.64,386.9,146.553
AFCONS.NS,2026-03-31,-2.4,271.6,-113.1667
AFFLE.NS,2023-03-31,4.68,987.1,210.9188
AFFLE.NS,2023-06-30,4.97,1096.3,220.5835
AFFLE.NS,2023-09-30,5.01,1106.9,220.9381
AFFLE.NS,2023-12-31,5.48,1306.1,238.3394
AFFLE.NS,2024-03-31,6.24,1041.7,166.9391
AFFLE.NS,2024-06-30,6.18,1343.7,217.4272
AFFLE.NS,2024-09-30,6.56,1588.4,242.1341
AFFLE.NS,2024-12-31,7.13,1783.25,250.1052
AFFLE.NS,2025-03-31,7.34,1608.55,219.1485
AFFLE.NS,2025-06-30,7.5,1998.3,266.44
AFFLE.NS,2025-09-30,7.86,1947.7,247.799
AFFLE.NS,2025-12-31,8.48,1799.4,212.1934
AFFLE.NS,2026-03-31,8.49,1449.1,170.6832
AFSL.NS,2023-03-31,4.19,213.45,50.9427
AFSL.NS,2023-06-30,3.84,318.5,82.9427
AFSL.NS,2023-09-30,4.26,342.45,80.3873
AFSL.NS,2023-12-31,4.32,317.7,73.5417
AFSL.NS,2024-03-31,3.89,266.3,68.4576
AFSL.NS,2024-06-30,4.43,463.1,104.5372
AFSL.NS,2024-09-30,5.06,384.0,75.8893
AFSL.NS,2024-12-31,5.13,262.7,51.2086
AFSL.NS,2025-03-31,5.61,177.0,31.5508
AFSL.NS,2025-06-30,5.92,248.18,41.9223
AFSL.NS,2025-09-30,7.55,205.05,27.1589
AFSL.NS,2025-12-31,6.33,201.99,31.91
AFSL.NS,2026-03-31,-0.76,201.0,-264.4737
AGARIND.NS,2023-03-31,18.92,564.83,29.8536
AGARIND.NS,2023-06-30,18.43,629.83,34.1742
AGARIND.NS,2023-09-30,10.7,893.04,83.4617
AGARIND.NS,2023-12-31,18.47,919.53,49.7851
AGARIND.NS,2024-03-31,25.41,795.62,31.3113
AGARIND.NS,2024-06-30,26.07,1145.13,43.9252
AGARIND.NS,2024-09-30,12.33,1148.25,93.1265
AGARIND.NS,2024-12-31,18.52,1280.08,69.1188
AGARIND.NS,2025-03-31,20.42,969.29,47.4677
AGARIND.NS,2025-06-30,8.71,993.21,114.031
AGARIND.NS,2025-09-30,8.02,946.1,117.9676
AGARIND.NS,2025-12-31,1.87,711.5,380.4813
AGARIND.NS,2026-03-31,10.53,362.6,34.4349
AGI.NS,2024-09-30,11.14,953.34,85.5781
AGI.NS,2024-12-31,13.99,1112.26,79.5039
AGI.NS,2025-03-31,14.93,739.98,49.5633
AGI.NS,2025-06-30,13.73,815.87,59.4224
AGI.NS,2025-09-30,11.74,844.4,71.925
AGI.NS,2025-12-31,11.04,751.05,68.0299
AGI.NS,2026-03-31,17.83,468.55,26.2787
AGIIL.NS,2023-03-31,1.09,,
AGIIL.NS,2023-06-30,1.09,,
AGIIL.NS,2023-09-30,1.19,,
AGIIL.NS,2023-12-31,1.22,,
AGIIL.NS,2024-03-31,0.76,,
AGIIL.NS,2024-06-30,1.18,,
AGIIL.NS,2024-09-30,1.43,101.06,70.6713
AGIIL.NS,2024-12-31,1.56,177.91,114.0449
AGIIL.NS,2025-03-31,1.29,171.59,133.0155
AGIIL.NS,2025-06-30,1.64,195.76,119.3659
AGIIL.NS,2025-09-30,1.8,252.02,140.0111
AGIIL.NS,2025-12-31,2.14,262.4,122.6168
AGIIL.NS,2026-03-31,2.14,280.6,131.1215
AHLUCONT.NS,2023-03-31,10.77,575.72,53.4559
AHLUCONT.NS,2023-06-30,7.42,606.12,81.6873
AHLUCONT.NS,2023-09-30,8.22,702.82,85.5012
AHLUCONT.NS,2023-12-31,10.55,774.69,73.4303
AHLUCONT.NS,2024-03-31,29.83,1020.34,34.2052
AHLUCONT.NS,2024-06-30,4.56,1245.4,273.114
AHLUCONT.NS,2024-09-30,5.73,1145.1,199.8429
AHLUCONT.NS,2024-12-31,7.39,1025.13,138.7185
AHLUCONT.NS,2025-03-31,12.44,818.7,65.8119
AHLUCONT.NS,2025-06-30,7.64,1015.38,132.9031
AHLUCONT.NS,2025-09-30,11.73,995.2,84.8423
AHLUCONT.NS,2025-12-31,8.07,980.6,121.5118
AHLUCONT.NS,2026-03-31,12.24,655.35,53.5417
AHLWEST.NS,2020-09-30,-24.38,271.35,-11.13
AHLWEST.NS,2020-12-31,-32.07,263.85,-8.2273
AHLWEST.NS,2023-09-30,20.74,144.15,6.9503
AHLWEST.NS,2023-12-31,1.43,144.15,100.8042
AHLWEST.NS,2024-03-31,-33.71,144.15,-4.2762
AHLWEST.NS,2024-06-30,15.09,144.15,9.5527
AHLWEST.NS,2024-09-30,15.5,144.15,9.3
AHLWEST.NS,2024-12-31,4.38,144.15,32.911
AHLWEST.NS,2025-03-31,-0.82,144.15,-175.7927
AHLWEST.NS,2025-06-30,6.93,144.15,20.8009
AHLWEST.NS,2025-09-30,20.95,144.15,6.8807
AHLWEST.NS,2025-12-31,18.58,144.15,7.7583
AHLWEST.NS,2026-03-31,9.3,144.15,15.5
AIAENG.NS,2023-03-31,28.43,2865.83,100.803
AIAENG.NS,2023-06-30,28.87,3159.36,109.434
AIAENG.NS,2023-09-30,34.25,3482.26,101.6718
AIAENG.NS,2023-12-31,29.64,3657.53,123.3984
AIAENG.NS,2024-03-31,27.62,3881.32,140.5257
AIAENG.NS,2024-06-30,27.52,4142.34,150.5211
AIAENG.NS,2024-09-30,27.51,4313.84,156.8099
AIAENG.NS,2024-12-31,27.78,3384.95,121.8485
AIAENG.NS,2025-03-31,30.56,3334.26,109.1054
AIAENG.NS,2025-06-30,32.69,3292.58,100.7213
AIAENG.NS,2025-09-30,29.73,3053.3,102.701
AIAENG.NS,2025-12-31,31.55,4017.5,127.3376
AIAENG.NS,2026-03-31,42.14,3636.6,86.2981
AIIL.NS,2023-03-31,22.82,,
AIIL.NS,2023-06-30,2.29,,
AIIL.NS,2023-09-30,22.84,,
AIIL.NS,2023-12-31,7.08,,
AIIL.NS,2024-03-31,18.1,,
AIIL.NS,2024-06-30,12.91,231.25,17.9125
AIIL.NS,2024-09-30,9.92,357.54,36.0423
AIIL.NS,2024-12-31,6.35,340.64,53.6441
AIIL.NS,2025-03-31,20.76,346.01,16.6671
AIIL.NS,2025-06-30,11.1,526.14,47.4
AIIL.NS,2025-09-30,9.03,616.44,68.2658
AIIL.NS,2025-12-31,1.9,626.68,329.8316
AIIL.NS,2026-03-31,0.7,429.85,614.0714
AJANTPHARM.NS,2023-03-31,9.54,1153.99,120.9633
AJANTPHARM.NS,2023-06-30,16.24,1412.08,86.9507
AJANTPHARM.NS,2023-09-30,15.24,1743.6,114.4094
AJANTPHARM.NS,2023-12-31,16.39,2018.48,123.1531
AJANTPHARM.NS,2024-03-31,15.82,2186.25,138.1953
AJANTPHARM.NS,2024-06-30,19.68,2241.48,113.8963
AJANTPHARM.NS,2024-09-30,17.33,3137.6,181.0502
AJANTPHARM.NS,2024-12-31,18.64,2899.67,155.5617
AJANTPHARM.NS,2025-03-31,18.03,2593.9,143.8658
AJANTPHARM.NS,2025-06-30,20.44,2545.55,124.5377
AJANTPHARM.NS,2025-09-30,20.83,2379.61,114.2396
AJANTPHARM.NS,2025-12-31,21.91,2768.9,126.3761
AJANTPHARM.NS,2026-03-31,21.35,2805.1,131.3864
AJMERA.NS,2023-03-31,0.85,54.39,63.9882
AJMERA.NS,2023-06-30,1.19,73.81,62.0252
AJMERA.NS,2023-09-30,1.27,75.19,59.2047
AJMERA.NS,2023-12-31,1.72,87.08,50.6279
AJMERA.NS,2024-03-31,1.62,143.06,88.3086
AJMERA.NS,2024-06-30,1.77,133.36,75.3446
AJMERA.NS,2024-09-30,1.95,135.05,69.2564
AJMERA.NS,2024-12-31,1.72,214.68,124.814
AJMERA.NS,2025-03-31,1.28,179.24,140.0312
AJMERA.NS,2025-06-30,1.95,183.9,94.3077
AJMERA.NS,2025-09-30,1.54,198.17,128.6818
AJMERA.NS,2025-12-31,1.3,192.04,147.7231
AJMERA.NS,2026-03-31,2.83,99.98,35.3286
AKUMS.NS,2023-06-30,-13.16,,
AKUMS.NS,2023-09-30,2.22,,
AKUMS.NS,2023-12-31,13.54,,
AKUMS.NS,2024-03-31,-2.89,,
AKUMS.NS,2024-06-30,4.08,,
AKUMS.NS,2024-09-30,4.14,835.85,201.8961
AKUMS.NS,2024-12-31,4.14,638.4,154.2029
AKUMS.NS,2025-03-31,9.38,473.2,50.4478
AKUMS.NS,2025-06-30,4.03,585.4,145.2605
AKUMS.NS,2025-09-30,2.59,441.45,170.444
AKUMS.NS,2025-12-31,4.21,453.4,107.696
AKUMS.NS,2026-03-31,5.38,466.1,86.6357
ALEMBICLTD.NS,2023-03-31,1.88,55.32,29.4255
ALEMBICLTD.NS,2023-06-30,1.73,67.59,39.0694
ALEMBICLTD.NS,2023-09-30,3.53,75.98,21.5241
ALEMBICLTD.NS,2023-12-31,2.39,87.15,36.4644
ALEMBICLTD.NS,2024-03-31,2.81,80.36,28.5979
ALEMBICLTD.NS,2024-06-30,2.17,107.53,49.553
ALEMBICLTD.NS,2024-09-30,4.71,138.38,29.38
ALEMBICLTD.NS,2024-12-31,2.55,128.9,50.549
ALEMBICLTD.NS,2025-03-31,2.67,96.47,36.1311
ALEMBICLTD.NS,2025-06-30,2.4,119.24,49.6833
ALEMBICLTD.NS,2025-09-30,5.0,99.78,19.956
ALEMBICLTD.NS,2025-12-31,2.34,101.19,43.2436
ALEMBICLTD.NS,2026-03-31,2.61,70.9,27.1648
ALGOQUANT.NS,2023-12-31,0.34,,
ALGOQUANT.NS,2024-03-31,0.29,,
ALGOQUANT.NS,2024-06-30,0.64,,
ALGOQUANT.NS,2024-09-30,0.57,,
ALGOQUANT.NS,2024-12-31,0.18,,
ALGOQUANT.NS,2025-03-31,0.02,,
ALGOQUANT.NS,2025-06-30,0.16,,
ALGOQUANT.NS,2025-09-30,0.22,,
ALGOQUANT.NS,2025-12-31,0.21,,
ALGOQUANT.NS,2026-03-31,0.6,49.76,82.9333
ALICON.NS,2023-03-31,6.02,661.05,109.809
ALICON.NS,2023-06-30,5.89,798.58,135.5823
ALICON.NS,2023-09-30,9.01,848.87,94.2142
ALICON.NS,2023-12-31,10.39,855.07,82.2974
ALICON.NS,2024-03-31,12.75,810.92,63.6016
ALICON.NS,2024-06-30,11.71,1197.6,102.2716
ALICON.NS,2024-09-30,10.34,1316.44,127.3153
ALICON.NS,2024-12-31,0.48,981.97,2045.7708
ALICON.NS,2025-03-31,5.8,652.4,112.4828
ALICON.NS,2025-06-30,5.7,887.12,155.6351
ALICON.NS,2025-09-30,8.5,829.87,97.6318
ALICON.NS,2025-12-31,2.02,812.77,402.3614
ALICON.NS,2026-03-31,4.86,584.48,120.2634
ALKEM.NS,2023-03-31,5.94,3304.3,556.2795
ALKEM.NS,2023-06-30,23.98,3417.89,142.5309
ALKEM.NS,2023-09-30,51.9,3516.75,67.7601
ALKEM.NS,2023-12-31,49.76,5073.97,101.9689
ALKEM.NS,2024-03-31,24.55,4851.79,197.6289
ALKEM.NS,2024-06-30,45.6,4900.24,107.4614
ALKEM.NS,2024-09-30,57.6,5947.54,103.2559
ALKEM.NS,2024-12-31,52.34,5535.93,105.7686
ALKEM.NS,2025-03-31,25.58,4834.71,189.0035
ALKEM.NS,2025-06-30,55.56,4891.46,88.0392
ALKEM.NS,2025-09-30,63.99,5381.62,84.101
ALKEM.NS,2025-12-31,53.19,5462.46,102.6971
ALKEM.NS,2026-03-31,19.78,5299.0,267.8969
ALKYLAMINE.NS,2018-06-30,3.78,243.27,64.3571
ALKYLAMINE.NS,2018-09-30,5.23,219.1,41.8929
ALKYLAMINE.NS,2018-12-31,4.36,306.58,70.3165
ALKYLAMINE.NS,2019-03-31,3.71,319.03,85.9919
ALKYLAMINE.NS,2019-06-30,7.19,313.02,43.5355
ALKYLAMINE.NS,2019-09-30,10.77,339.42,31.5153
ALKYLAMINE.NS,2019-12-31,11.85,418.54,35.3198
ALKYLAMINE.NS,2020-03-31,9.65,467.18,48.4124
ALLCARGO.NS,2023-03-31,0.63,85.95,136.4286
ALLCARGO.NS,2023-06-30,1.25,68.67,54.936
ALLCARGO.NS,2023-09-30,0.22,65.91,299.5909
ALLCARGO.NS,2023-12-31,0.11,77.74,706.7273
ALLCARGO.NS,2024-03-31,-0.06,69.21,-1153.5
ALLCARGO.NS,2024-06-30,0.05,58.48,1169.6
ALLCARGO.NS,2024-09-30,0.17,63.81,375.3529
ALLCARGO.NS,2024-12-31,-0.06,50.23,-837.1667
ALLCARGO.NS,2025-03-31,0.25,28.6,114.4
ALLCARGO.NS,2025-06-30,-0.09,35.44,-393.7778
ALLCARGO.NS,2025-09-30,0.09,31.78,353.1111
ALLCARGO.NS,2025-12-31,0.01,10.14,1014.0
ALLCARGO.NS,2026-03-31,0.13,7.18,55.2308
ALLDIGI.NS,2023-03-31,7.95,418.78,52.6767
ALLDIGI.NS,2023-06-30,10.35,468.03,45.2203
ALLDIGI.NS,2023-09-30,10.66,517.44,48.5403
ALLDIGI.NS,2023-12-31,7.39,588.78,79.6725
ALLDIGI.NS,2024-03-31,13.6,659.25,48.4743
ALLDIGI.NS,2024-06-30,20.97,1041.35,49.659
ALLDIGI.NS,2024-09-30,7.97,927.24,116.3413
ALLDIGI.NS,2024-12-31,13.07,896.82,68.6167
ALLDIGI.NS,2025-03-31,12.66,886.27,70.0055
ALLDIGI.NS,2025-06-30,9.77,872.56,89.3101
ALLDIGI.NS,2025-09-30,11.56,908.18,78.5623
ALLDIGI.NS,2025-12-31,13.68,842.8,61.6082
ALLDIGI.NS,2026-03-31,18.95,703.2,37.1082
ALLTIME.NS,2024-06-30,23.22,,
ALLTIME.NS,2024-09-30,2.56,,
ALLTIME.NS,2024-12-31,2.29,,
ALLTIME.NS,2025-03-31,1.84,,
ALLTIME.NS,2025-06-30,2.32,,
ALLTIME.NS,2025-09-30,0.62,262.5,423.3871
ALLTIME.NS,2025-12-31,1.4,265.2,189.4286
ALLTIME.NS,2026-03-31,1.43,187.57,131.1678
ALOKINDS.NS,2023-03-31,-0.6,11.6,-19.3333
ALOKINDS.NS,2023-06-30,-0.46,16.35,-35.5435
ALOKINDS.NS,2023-09-30,-0.35,18.95,-54.1429
ALOKINDS.NS,2023-12-31,-0.46,21.35,-46.413
ALOKINDS.NS,2024-03-31,-0.43,25.85,-60.1163
ALOKINDS.NS,2024-06-30,-0.42,27.92,-66.4762
ALOKINDS.NS,2024-09-30,-0.53,26.53,-50.0566
ALOKINDS.NS,2024-12-31,-0.55,21.02,-38.2182
ALOKINDS.NS,2025-03-31,-0.15,15.05,-100.3333
ALOKINDS.NS,2025-06-30,-0.35,20.42,-58.3429
ALOKINDS.NS,2025-09-30,-0.33,17.32,-52.4848
ALOKINDS.NS,2025-12-31,-0.44,16.03,-36.4318
ALOKINDS.NS,2026-03-31,-0.39,11.18,-28.6667
AMBER.NS,2023-03-31,30.86,1824.6,59.1251
AMBER.NS,2023-06-30,13.55,2256.2,166.5092
AMBER.NS,2023-09-30,-2.06,2976.8,-1445.0485
AMBER.NS,2023-12-31,-0.14,3135.4,-22395.7143
AMBER.NS,2024-03-31,28.1,3657.7,130.1673
AMBER.NS,2024-06-30,21.48,4521.75,210.5098
AMBER.NS,2024-09-30,5.69,4809.1,845.1845
AMBER.NS,2024-12-31,10.61,7387.55,696.2818
AMBER.NS,2025-03-31,34.32,7210.85,210.1064
AMBER.NS,2025-06-30,30.66,6769.5,220.7926
AMBER.NS,2025-09-30,-9.35,8089.0,-865.1337
AMBER.NS,2025-12-31,-7.74,6387.0,-825.1938
AMBER.NS,2026-03-31,38.04,6549.0,172.1609
AMBUJACEM.NS,2023-03-31,3.25,359.24,110.5354
AMBUJACEM.NS,2023-06-30,4.56,418.55,91.7873
AMBUJACEM.NS,2023-09-30,3.99,419.9,105.2381
AMBUJACEM.NS,2023-12-31,4.15,514.89,124.0699
AMBUJACEM.NS,2024-03-31,4.78,605.28,126.6276
AMBUJACEM.NS,2024-06-30,2.6,664.52,255.5846
AMBUJACEM.NS,2024-09-30,1.95,627.14,321.6103
AMBUJACEM.NS,2024-12-31,8.76,531.22,60.6416
AMBUJACEM.NS,2025-03-31,4.16,533.74,128.3029
AMBUJACEM.NS,2025-06-30,3.39,574.61,169.5015
AMBUJACEM.NS,2025-09-30,7.14,567.14,79.4314
AMBUJACEM.NS,2025-12-31,0.97,553.61,570.732
AMBUJACEM.NS,2026-03-31,7.4,399.27,53.9554
AMNPLST.NS,2023-03-31,1.55,,
AMNPLST.NS,2023-06-30,1.44,,
AMNPLST.NS,2023-09-30,1.65,,
AMNPLST.NS,2023-12-31,1.8,166.76,92.6444
AMNPLST.NS,2024-03-31,2.35,164.77,70.1149
AMNPLST.NS,2024-06-30,1.57,275.45,175.4459
AMNPLST.NS,2024-09-30,1.78,303.47,170.4888
AMNPLST.NS,2024-12-31,1.77,281.42,158.9944
AMNPLST.NS,2025-03-31,2.33,213.51,91.6352
AMNPLST.NS,2025-06-30,1.35,245.3,181.7037
AMNPLST.NS,2025-09-30,1.12,214.13,191.1875
AMNPLST.NS,2025-12-31,1.38,185.07,134.1087
AMNPLST.NS,2026-03-31,2.79,128.83,46.1756
ANANDRATHI.NS,2023-03-31,2.55,197.37,77.4
ANANDRATHI.NS,2023-06-30,3.18,213.35,67.0912
ANANDRATHI.NS,2023-09-30,3.44,414.12,120.3837
ANANDRATHI.NS,2023-12-31,3.46,640.74,185.185
ANANDRATHI.NS,2024-03-31,3.38,912.63,270.0089
ANANDRATHI.NS,2024-06-30,4.42,967.45,218.8801
ANANDRATHI.NS,2024-09-30,4.58,971.78,212.179
ANANDRATHI.NS,2024-12-31,4.64,978.09,210.7953
ANANDRATHI.NS,2025-03-31,4.42,948.42,214.5747
ANANDRATHI.NS,2025-06-30,5.64,1075.65,190.7181
ANANDRATHI.NS,2025-09-30,5.98,1407.91,235.4365
ANANDRATHI.NS,2025-12-31,6.02,1553.15,257.9983
ANANDRATHI.NS,2026-03-31,6.21,1514.73,243.9179
ANANTRAJ.NS,2023-03-31,1.52,121.46,79.9079
ANANTRAJ.NS,2023-06-30,1.56,176.88,113.3846
ANANTRAJ.NS,2023-09-30,1.85,219.02,118.3892
ANANTRAJ.NS,2023-12-31,2.22,294.32,132.5766
ANANTRAJ.NS,2024-03-31,2.29,310.53,135.6026
ANANTRAJ.NS,2024-06-30,2.66,428.56,161.1128
ANANTRAJ.NS,2024-09-30,3.09,703.55,227.6861
ANANTRAJ.NS,2024-12-31,3.23,854.32,264.4954
ANANTRAJ.NS,2025-03-31,3.46,491.01,141.9104
ANANTRAJ.NS,2025-06-30,3.67,565.77,154.1608
ANANTRAJ.NS,2025-09-30,4.02,698.15,173.6692
ANANTRAJ.NS,2025-12-31,4.01,547.3,136.4838
ANANTRAJ.NS,2026-03-31,4.07,405.7,99.6806
ANDHRSUGAR.NS,2023-03-31,2.38,104.74,44.0084
ANDHRSUGAR.NS,2023-06-30,1.55,108.17,69.7871
ANDHRSUGAR.NS,2023-09-30,1.38,116.41,84.3551
ANDHRSUGAR.NS,2023-12-31,0.74,109.35,147.7703
ANDHRSUGAR.NS,2024-03-31,1.87,91.0,48.6631
ANDHRSUGAR.NS,2024-06-30,1.09,114.63,105.1651
ANDHRSUGAR.NS,2024-09-30,0.33,111.72,338.5455
ANDHRSUGAR.NS,2024-12-31,0.06,94.97,1582.8333
ANDHRSUGAR.NS,2025-03-31,0.43,66.06,153.6279
ANDHRSUGAR.NS,2025-06-30,1.73,82.5,47.6879
ANDHRSUGAR.NS,2025-09-30,2.41,74.7,30.9959
ANDHRSUGAR.NS,2025-12-31,1.65,75.68,45.8667
ANDHRSUGAR.NS,2026-03-31,0.35,71.46,204.1714
ANGELONE.NS,2023-03-31,3.2,110.39,34.4969
ANGELONE.NS,2023-06-30,2.63,163.58,62.1977
ANGELONE.NS,2023-09-30,3.63,177.18,48.8099
ANGELONE.NS,2023-12-31,3.1,335.85,108.3387
ANGELONE.NS,2024-03-31,4.05,294.33,72.6741
ANGELONE.NS,2024-06-30,3.25,251.51,77.3877
ANGELONE.NS,2024-09-30,4.7,247.61,52.683
ANGELONE.NS,2024-12-31,3.12,283.37,90.8237
ANGELONE.NS,2025-03-31,1.93,225.67,116.9275
ANGELONE.NS,2025-06-30,1.26,287.63,228.2778
ANGELONE.NS,2025-09-30,2.33,209.86,90.0687
ANGELONE.NS,2025-12-31,2.96,230.67,77.9291
ANGELONE.NS,2026-03-31,3.52,227.53,64.6392
ANTHEM.NS,2024-06-30,1.47,,
ANTHEM.NS,2024-09-30,2.9,,
ANTHEM.NS,2024-12-31,2.22,,
ANTHEM.NS,2025-03-31,1.48,,
ANTHEM.NS,2025-06-30,2.42,,
ANTHEM.NS,2025-09-30,3.09,759.22,245.7023
ANTHEM.NS,2025-12-31,1.65,649.81,393.8242
ANTHEM.NS,2026-03-31,3.38,654.54,193.6509
ANUP.NS,2022-09-30,6.53,402.77,61.6799
ANUP.NS,2022-12-31,7.01,421.57,60.1384
ANUP.NS,2023-03-31,9.83,488.3,49.6745
ANUP.NS,2023-06-30,9.37,856.68,91.428
ANUP.NS,2023-09-30,10.97,974.03,88.7903
ANUP.NS,2024-06-30,12.07,1787.76,148.116
ANUP.NS,2024-09-30,16.26,2308.17,141.9539
ANUP.NS,2024-12-31,15.09,3475.94,230.3472
ANUP.NS,2025-03-31,15.75,3452.94,219.2343
ANUP.NS,2025-06-30,13.11,2751.12,209.849
ANUP.NS,2025-09-30,16.0,2347.1,146.6937
ANUP.NS,2025-12-31,12.74,2243.1,176.0675
ANUP.NS,2026-03-31,13.25,1603.7,121.034
ANURAS.NS,2023-03-31,5.27,862.36,163.6357
ANURAS.NS,2023-06-30,3.59,1027.77,286.2869
ANURAS.NS,2023-09-30,3.78,882.93,233.5794
ANURAS.NS,2023-12-31,1.68,1050.33,625.1964
ANURAS.NS,2024-03-31,2.82,869.03,308.1667
ANURAS.NS,2024-06-30,0.36,763.5,2120.8333
ANURAS.NS,2024-09-30,1.52,736.47,484.5197
ANURAS.NS,2024-12-31,2.56,721.68,281.9062
ANURAS.NS,2025-03-31,4.05,758.9,187.3827
ANURAS.NS,2025-06-30,3.1,1140.96,368.0516
ANURAS.NS,2025-09-30,3.9,1071.4,274.7179
ANURAS.NS,2025-12-31,4.31,1318.9,306.0093
ANURAS.NS,2026-03-31,3.75,1230.9,328.24
APARINDS.NS,2023-03-31,63.43,2447.86,38.5915
APARINDS.NS,2023-06-30,51.59,3391.04,65.7306
APARINDS.NS,2023-09-30,45.44,5412.05,119.1032
APARINDS.NS,2023-12-31,54.16,5981.01,110.4322
APARINDS.NS,2024-03-31,58.81,6895.44,117.2494
APARINDS.NS,2024-06-30,50.42,8372.12,166.0476
APARINDS.NS,2024-09-30,48.27,9472.52,196.2403
APARINDS.NS,2024-12-31,43.55,10256.87,235.5194
APARINDS.NS,2025-03-31,62.24,5507.34,88.4855
APARINDS.NS,2025-06-30,65.45,8670.17,132.4701
APARINDS.NS,2025-09-30,62.66,8186.0,130.6416
APARINDS.NS,2025-12-31,52.01,8367.5,160.8825
APARINDS.NS,2026-03-31,63.09,9881.0,156.6175
APCOTEXIND.NS,2015-03-31,1.11,84.39,76.027
APCOTEXIND.NS,2015-06-30,1.18,77.72,65.8644
APCOTEXIND.NS,2015-09-30,1.03,90.64,88.0
APCOTEXIND.NS,2015-12-31,0.9,81.71,90.7889
APCOTEXIND.NS,2016-03-31,4.33,73.44,16.9607
APCOTEXIND.NS,2016-06-30,1.32,130.18,98.6212
APCOTEXIND.NS,2016-09-30,0.69,130.85,189.6377
APLAPOLLO.NS,2023-03-31,7.28,1192.99,163.8723
APLAPOLLO.NS,2023-06-30,6.98,1291.92,185.0888
APLAPOLLO.NS,2023-09-30,7.32,1613.15,220.3757
APLAPOLLO.NS,2023-12-31,5.96,1525.59,255.9715
APLAPOLLO.NS,2024-03-31,6.14,1485.04,241.8632
APLAPOLLO.NS,2024-06-30,6.96,1543.96,221.8333
APLAPOLLO.NS,2024-09-30,1.94,1578.64,813.732
APLAPOLLO.NS,2024-12-31,7.82,1562.8,199.8465
APLAPOLLO.NS,2025-03-31,10.56,1519.95,143.9347
APLAPOLLO.NS,2025-06-30,8.55,1733.05,202.6959
APLAPOLLO.NS,2025-09-30,10.86,1686.1,155.2578
APLAPOLLO.NS,2025-12-31,11.17,1914.0,171.3518
APLAPOLLO.NS,2026-03-31,12.76,1937.0,151.8025
APLLTD.NS,2023-03-31,7.76,480.12,61.8711
APLLTD.NS,2023-06-30,6.14,615.59,100.259
APLLTD.NS,2023-09-30,6.95,767.17,110.3842
APLLTD.NS,2023-12-31,9.18,742.68,80.902
APLLTD.NS,2024-03-31,9.07,963.11,106.1863
APLLTD.NS,2024-06-30,6.85,857.29,125.1518
APLLTD.NS,2024-09-30,7.8,1192.24,152.8513
APLLTD.NS,2024-12-31,7.04,1054.53,149.7912
APLLTD.NS,2025-03-31,7.98,919.53,115.2293
APLLTD.NS,2025-06-30,7.85,1027.67,130.9134
APLLTD.NS,2025-09-30,9.4,901.35,95.8883
APLLTD.NS,2025-12-31,6.76,846.15,125.1701
APLLTD.NS,2026-03-31,10.31,663.25,64.3307
APOLLO.NS,2023-03-31,0.35,27.64,78.9714
APOLLO.NS,2023-06-30,0.08,55.05,688.125
APOLLO.NS,2023-09-30,0.28,56.58,202.0714
APOLLO.NS,2023-12-31,0.35,113.8,325.1429
APOLLO.NS,2024-03-31,0.46,95.18,206.913
APOLLO.NS,2024-06-30,0.28,106.81,381.4643
APOLLO.NS,2024-09-30,0.51,102.97,201.902
APOLLO.NS,2024-12-31,0.6,115.39,192.3167
APOLLO.NS,2025-03-31,0.46,122.62,266.5652
APOLLO.NS,2025-06-30,0.55,192.2,349.4545
APOLLO.NS,2025-09-30,0.93,326.1,350.6452
APOLLO.NS,2025-12-31,0.72,272.0,377.7778
APOLLO.NS,2026-03-31,1.05,182.16,173.4857
APOLLOHOSP.NS,2023-03-31,10.05,4275.28,425.401
APOLLOHOSP.NS,2023-06-30,11.59,5056.07,436.2442
APOLLOHOSP.NS,2023-09-30,16.2,5104.68,315.1037
APOLLOHOSP.NS,2023-12-31,17.06,5667.39,332.2034
APOLLOHOSP.NS,2024-03-31,17.65,6321.58,358.1632
APOLLOHOSP.NS,2024-06-30,21.23,6151.43,289.7518
APOLLOHOSP.NS,2024-09-30,26.34,7170.27,272.2198
APOLLOHOSP.NS,2024-12-31,25.89,7267.08,280.6906
