stock,qtr,eps,price,pe
20MICRONS.NS,2022-12-31,2.09,89.52226257324219,42.833618456096744
20MICRONS.NS,2023-03-31,2.64,73.0533218383789,27.671712817567766
20MICRONS.NS,2023-06-30,4.23,92.71773529052734,21.91908635709866
20MICRONS.NS,2023-09-30,4.54,132.09979248046875,29.09687059041162
20MICRONS.NS,2023-12-31,3.25,174.41726684570312,53.66685133713942
20MICRONS.NS,2024-03-31,3.87,142.24609375,36.75609657622739
20MICRONS.NS,2024-06-30,5.06,218.53631591796875,43.18899524070529
20MICRONS.NS,2024-09-30,4.65,298.40234375,64.17254704301075
20MICRONS.NS,2024-12-31,3.65,234.42129516601562,64.22501237425085
20MICRONS.NS,2025-03-31,4.31,190.18109130859375,44.12554322705192
20MICRONS.NS,2025-06-30,4.78,230.2401885986328,48.16740347251732
20MICRONS.NS,2025-09-30,4.93,207.16000366210938,42.0202847184806
20MICRONS.NS,2025-12-31,4.24,212.77000427246094,50.181604781240786
21STCENMGM.NS,2022-12-31,-3.87,21.83783531188965,
21STCENMGM.NS,2023-03-31,-7.47,20.143102645874023,
21STCENMGM.NS,2023-06-30,-2.64,22.56414794921875,
21STCENMGM.NS,2023-09-30,2.19,19.029420852661133,8.689233266055313
21STCENMGM.NS,2023-12-31,15.27,31.909387588500977,2.0896782965619503
21STCENMGM.NS,2024-03-31,15.83,40.28620529174805,2.5449276874130162
21STCENMGM.NS,2024-06-30,23.29,64.47730255126953,2.7684543817633975
21STCENMGM.NS,2024-09-30,2.3,107.0,46.52173913043479
21STCENMGM.NS,2024-12-31,-3.1,89.18000030517578,
21STCENMGM.NS,2025-03-31,-10.3,66.66999816894531,
21STCENMGM.NS,2025-06-30,2.2,58.77000045776367,26.713636571710758
21STCENMGM.NS,2025-09-30,-7.51,51.560001373291016,
21STCENMGM.NS,2025-12-31,-5.34,49.650001525878906,
360ONE.NS,2022-12-31,4.82,418.4097900390625,86.80701038154824
360ONE.NS,2023-03-31,4.37,409.4817199707031,93.70291074844465
360ONE.NS,2023-06-30,5.15,436.9223327636719,84.83928791527609
360ONE.NS,2023-09-30,5.21,485.9441223144531,93.27142462849389
360ONE.NS,2023-12-31,5.36,692.0828857421875,129.1199413698111
360ONE.NS,2024-03-31,6.76,663.4273681640625,98.14014321953587
360ONE.NS,2024-06-30,6.72,966.8060302734375,143.8699449811663
360ONE.NS,2024-09-30,6.73,1028.03173828125,152.7536015276746
360ONE.NS,2024-12-31,7.12,1240.837158203125,174.2748817701018
360ONE.NS,2025-03-31,6.35,932.1605834960938,146.79694228284941
360ONE.NS,2025-06-30,7.04,1188.4554443359375,168.8146937977184
360ONE.NS,2025-09-30,7.79,1018.8182373046875,130.7853963163912
360ONE.NS,2025-12-31,8.08,1190.0,147.27722772277227
3IINFOLTD.NS,2022-12-31,0.63,40.75,64.68253968253968
3IINFOLTD.NS,2023-03-31,-1.32,27.450000762939453,
3IINFOLTD.NS,2023-06-30,-0.76,33.75,
3IINFOLTD.NS,2023-09-30,-7.48,40.45000076293945,
3IINFOLTD.NS,2023-12-31,-1.43,48.95000076293945,
3IINFOLTD.NS,2024-03-31,-4.83,39.5,
3IINFOLTD.NS,2024-06-30,-0.43,36.459999084472656,
3IINFOLTD.NS,2024-09-30,-0.48,32.09000015258789,
3IINFOLTD.NS,2024-12-31,0.83,28.059999465942383,33.80722827221974
3IINFOLTD.NS,2025-03-31,1.3,21.149999618530273,16.26923047579252
3IINFOLTD.NS,2025-06-30,0.37,25.020000457763672,67.62162285882073
3IINFOLTD.NS,2025-09-30,0.89,21.56999969482422,24.23595471328564
3IINFOLTD.NS,2025-12-31,0.1,16.610000610351562,166.10000610351562
3MINDIA.NS,2021-06-30,26.72,22604.068359375,845.9606421921782
3MINDIA.NS,2021-09-30,57.01,23069.451171875,404.65622122215404
3MINDIA.NS,2021-12-31,59.24,23560.244140625,397.7083750949527
3MINDIA.NS,2022-03-31,98.46,18298.83984375,185.85049607708714
3MINDIA.NS,2022-06-30,74.8,20302.46484375,271.42332678810163
3MINDIA.NS,2022-09-30,94.3,22859.3125,242.4105249204666
3MINDIA.NS,2022-12-31,110.79,21123.595703125,190.66337849196677
3MINDIA.NS,2023-03-31,120.48,22106.22265625,183.4845838002158
3MINDIA.NS,2023-06-30,114.7,26003.861328125,226.71195578138622
3MINDIA.NS,2023-09-30,129.7,30726.81640625,236.90683428103318
3MINDIA.NS,2023-12-31,120.05,36043.41015625,300.236652696793
3MINDIA.NS,2024-03-31,153.44,30135.095703125,196.39660911838504
3MINDIA.NS,2024-06-30,139.5,35555.69140625,254.87950828853047
3PLAND.NS,2022-12-31,0.16,16.799999237060547,104.99999523162842
3PLAND.NS,2023-03-31,0.15,20.100000381469727,134.00000254313153
3PLAND.NS,2023-06-30,0.14,18.700000762939453,133.5714340209961
3PLAND.NS,2023-09-30,0.44,23.950000762939453,54.431819915771484
3PLAND.NS,2023-12-31,0.22,26.899999618530273,122.27272553877397
3PLAND.NS,2024-03-31,0.2,27.0,135.0
3PLAND.NS,2024-06-30,0.21,38.38999938964844,182.80952090308782
3PLAND.NS,2024-09-30,0.53,37.310001373291016,70.39622900620947
3PLAND.NS,2024-12-31,0.21,59.900001525878906,285.2381025041853
3PLAND.NS,2025-03-31,0.21,37.09000015258789,176.61904834565664
3PLAND.NS,2025-06-30,0.21,50.91999816894531,242.47618175688245
3PLAND.NS,2025-09-30,0.55,42.90999984741211,78.01818154074928
3PLAND.NS,2025-12-31,0.22,36.630001068115234,166.50000485506925
5PAISA.NS,2022-12-31,2.4,307.54998779296875,128.1458282470703
5PAISA.NS,2023-03-31,3.13,283.0,90.41533546325878
5PAISA.NS,2023-06-30,3.16,370.75,117.3259493670886
5PAISA.NS,2023-09-30,4.13,440.8999938964844,106.7554464640398
5PAISA.NS,2023-12-31,3.23,566.25,175.30959752321982
5PAISA.NS,2024-03-31,1.24,505.04998779296875,407.2983772523942
5PAISA.NS,2024-06-30,4.29,513.0,119.58041958041957
5PAISA.NS,2024-09-30,4.68,538.4500122070312,115.05342141175882
5PAISA.NS,2024-12-31,3.46,468.1000061035156,135.28901910506232
5PAISA.NS,2025-03-31,2.15,355.3500061035156,165.27907260628635
5PAISA.NS,2025-06-30,2.46,412.5,167.6829268292683
5PAISA.NS,2025-09-30,2.02,343.20001220703125,169.90099614209467
5PAISA.NS,2025-12-31,2.62,333.8500061035156,127.42366645172352
63MOONS.NS,2022-12-31,4.77,165.40042114257812,34.675140700750134
63MOONS.NS,2023-03-31,-5.16,172.4565887451172,
63MOONS.NS,2023-06-30,8.54,240.4523468017578,28.156012506060637
63MOONS.NS,2023-09-30,17.88,278.5008850097656,15.576112137011501
63MOONS.NS,2023-12-31,20.12,468.4240417480469,23.281513009346266
63MOONS.NS,2024-03-31,1.74,379.1507263183594,217.9027162749192
63MOONS.NS,2024-06-30,-1.86,364.7438049316406,
63MOONS.NS,2024-09-30,-4.1,388.19873046875,
63MOONS.NS,2024-12-31,-3.62,903.2337036132812,
63MOONS.NS,2025-03-31,2.39,813.0501098632812,340.18833048672855
63MOONS.NS,2025-06-30,0.67,1000.2583618164062,1492.9229280841882
63MOONS.NS,2025-09-30,-6.13,837.5499877929688,
63MOONS.NS,2025-12-31,-4.29,719.0,
A2ZINFRA.NS,2022-12-31,-2.9,9.949999809265137,
A2ZINFRA.NS,2023-03-31,-3.61,6.599999904632568,
A2ZINFRA.NS,2023-06-30,-0.05,7.199999809265137,
A2ZINFRA.NS,2023-09-30,-0.12,9.649999618530273,
A2ZINFRA.NS,2023-12-31,-0.08,11.699999809265137,
A2ZINFRA.NS,2024-03-31,-0.07,13.5,
A2ZINFRA.NS,2024-06-30,0.0,21.959999084472656,
A2ZINFRA.NS,2024-09-30,0.31,18.040000915527344,58.193551340410785
A2ZINFRA.NS,2024-12-31,-0.03,24.15999984741211,
A2ZINFRA.NS,2025-03-31,0.23,13.670000076293945,59.434782940408454
A2ZINFRA.NS,2025-06-30,0.04,19.3700008392334,484.25002098083496
A2ZINFRA.NS,2025-09-30,-0.1,16.850000381469727,
A2ZINFRA.NS,2025-12-31,-0.04,16.6299991607666,
AAATECH.NS,2022-12-31,0.59,58.003082275390625,98.31030894134005
AAATECH.NS,2023-03-31,0.62,42.06071472167969,67.83986245432207
AAATECH.NS,2023-06-30,0.48,53.30274963378906,111.04739507039389
AAATECH.NS,2023-09-30,0.8,55.69606399536133,69.62007999420166
AAATECH.NS,2023-12-31,1.14,81.78527069091797,71.7414655183491
AAATECH.NS,2024-03-31,0.09,80.02645874023438,889.182874891493
AAATECH.NS,2024-06-30,0.63,108.12854766845703,171.63261534675718
AAATECH.NS,2024-09-30,0.9,128.8469696044922,143.16329956054688
AAATECH.NS,2024-12-31,0.43,101.6221923828125,236.33067996002907
AAATECH.NS,2025-03-31,0.78,70.96488189697266,90.98061781663161
AAATECH.NS,2025-06-30,0.63,81.28205108642578,129.01912870861236
AAATECH.NS,2025-09-30,0.9,79.61000061035156,88.45555623372395
AAATECH.NS,2025-12-31,0.34,106.58000183105469,313.47059362074907
AADHARHFC.NS,2023-03-31,3.56,,
AADHARHFC.NS,2023-06-30,3.71,,
AADHARHFC.NS,2023-09-30,5.0,,
AADHARHFC.NS,2023-12-31,5.17,,
AADHARHFC.NS,2024-03-31,5.11,,
AADHARHFC.NS,2024-06-30,4.69,408.75,87.15351812366737
AADHARHFC.NS,2024-09-30,5.29,469.25,88.70510396975425
AADHARHFC.NS,2024-12-31,5.56,422.6000061035156,76.00719534235893
AADHARHFC.NS,2025-03-31,5.68,424.8500061035156,74.79753628583022
AADHARHFC.NS,2025-06-30,5.49,454.6000061035156,82.80510129390083
AADHARHFC.NS,2025-09-30,6.15,510.25,82.96747967479675
AADHARHFC.NS,2025-12-31,6.48,485.04998779296875,74.85339317792727
AAKASH.NS,2022-12-31,0.1,6.900000095367432,69.00000095367432
AAKASH.NS,2023-03-31,0.1,5.949999809265137,59.49999809265137
AAKASH.NS,2023-06-30,0.1,6.0,60.0
AAKASH.NS,2023-09-30,0.12,5.849999904632568,48.74999920527141
AAKASH.NS,2023-12-31,0.04,11.5,287.5
AAKASH.NS,2024-03-31,0.35,9.149999618530273,26.14285605294364
AAKASH.NS,2024-06-30,0.12,12.880000114440918,107.33333428700766
AAKASH.NS,2024-09-30,0.01,11.819999694824219,1181.9999694824219
AAKASH.NS,2024-12-31,0.03,10.199999809265137,339.99999364217126
AAREYDRUGS.NS,2022-12-31,0.39,38.650001525878906,99.10256801507411
AAREYDRUGS.NS,2023-03-31,0.14,24.0,171.42857142857142
AAREYDRUGS.NS,2023-06-30,0.28,34.400001525878906,122.85714830671037
AAREYDRUGS.NS,2023-09-30,0.48,48.5,101.04166666666667
AAREYDRUGS.NS,2023-12-31,0.4,50.54999923706055,126.37499809265137
AAREYDRUGS.NS,2024-03-31,0.77,43.650001525878906,56.6883136699726
AAREYDRUGS.NS,2024-06-30,0.44,46.970001220703125,106.75000277432528
AAREYDRUGS.NS,2024-09-30,0.57,70.87999725341797,124.3508723744175
AAREYDRUGS.NS,2024-12-31,0.25,57.099998474121094,228.39999389648438
AAREYDRUGS.NS,2025-03-31,0.17,33.5099983215332,197.11763718548943
AAREYDRUGS.NS,2025-06-30,0.48,68.0,141.66666666666669
AAREYDRUGS.NS,2025-09-30,0.36,82.83999633789062,230.11110093858508
AAREYDRUGS.NS,2025-12-31,0.2,67.66999816894531,338.34999084472656
AARNAV.NS,2022-12-31,0.32,,
AARNAV.NS,2023-03-31,-1.29,,
AARNAV.NS,2023-06-30,0.05,,
AARNAV.NS,2023-09-30,0.43,,
AARNAV.NS,2023-12-31,0.32,,
AARNAV.NS,2024-03-31,0.52,,
AARNAV.NS,2024-06-30,0.42,,
AARNAV.NS,2024-09-30,0.51,,
AARNAV.NS,2024-12-31,1.02,,
AARNAV.NS,2025-03-31,0.23,,
AARNAV.NS,2025-06-30,0.45,,
AARNAV.NS,2025-09-30,0.56,,
AARNAV.NS,2025-12-31,0.44,,
AARON.NS,2022-12-31,0.62,85.3868637084961,137.72074791692918
AARON.NS,2023-03-31,0.83,90.757568359375,109.34646790286145
AARON.NS,2023-06-30,0.8,108.37944030761719,135.47430038452148
AARON.NS,2023-09-30,0.57,122.8991928100586,215.6126189650151
AARON.NS,2023-12-31,0.57,140.16519165039062,245.90384500068532
AARON.NS,2024-03-31,1.11,129.55715942382812,116.7181616430884
AARON.NS,2024-06-30,0.89,128.91123962402344,144.84408946519488
AARON.NS,2024-09-30,0.87,132.25732421875,152.01991289511494
AARON.NS,2024-12-31,0.86,176.9914093017578,205.80396430436954
AARON.NS,2025-03-31,1.32,162.90292358398438,123.4113057454427
AARON.NS,2025-06-30,0.51,183.25021362304688,359.3141443589154
AARON.NS,2025-09-30,0.66,187.6199951171875,284.2727198745265
AARON.NS,2025-12-31,0.96,168.5500030517578,175.57291984558105
AARTECH.NS,2022-12-31,0.3,,
AARTECH.NS,2023-03-31,-0.1,,
AARTECH.NS,2023-06-30,0.23,,
AARTECH.NS,2023-09-30,0.14,57.438941955566406,410.2781568254743
AARTECH.NS,2023-12-31,0.19,44.6452751159668,234.97513218929893
AARTECH.NS,2024-03-31,-0.13,51.091819763183594,
AARTECH.NS,2024-06-30,0.33,67.3556900024414,204.10815152254972
AARTECH.NS,2024-09-30,0.48,75.2186279296875,156.70547485351562
AARTECH.NS,2024-12-31,0.58,78.52110290527344,135.38121190564388
AARTECH.NS,2025-03-31,-0.53,52.20106887817383,
AARTECH.NS,2025-06-30,0.3,69.26219940185547,230.8739980061849
AARTECH.NS,2025-09-30,0.68,51.88999938964844,76.30882263183594
AARTECH.NS,2025-12-31,0.19,47.970001220703125,252.4736906352796
AARTIDRUGS.NS,2022-12-31,3.96,454.527587890625,114.77969391177399
AARTIDRUGS.NS,2023-03-31,6.06,334.5096740722656,55.19961618354218
AARTIDRUGS.NS,2023-06-30,5.17,460.6379089355469,89.09824157360674
AARTIDRUGS.NS,2023-09-30,4.31,537.3448486328125,124.6739788011166
AARTIDRUGS.NS,2023-12-31,3.99,484.5067138671875,121.430254102052
AARTIDRUGS.NS,2024-03-31,5.15,430.9612731933594,83.68180062006978
AARTIDRUGS.NS,2024-06-30,3.62,500.6712646484375,138.30697918465123
AARTIDRUGS.NS,2024-09-30,3.84,509.2547607421875,132.61842727661133
AARTIDRUGS.NS,2024-12-31,4.06,456.8606262207031,112.52724783761161
AARTIDRUGS.NS,2025-03-31,6.89,338.4833679199219,49.126758769219435
AARTIDRUGS.NS,2025-06-30,5.91,455.7042541503906,77.10731880717269
AARTIDRUGS.NS,2025-09-30,4.96,483.9029235839844,97.56107330322266
AARTIDRUGS.NS,2025-12-31,4.44,409.4524841308594,92.21902795740075
AARTIIND.NS,2022-12-31,3.77,604.4915161132812,160.342577218377
AARTIIND.NS,2023-03-31,4.11,514.3425903320312,125.144182562538
AARTIIND.NS,2023-06-30,1.93,499.89947509765625,259.0152720713245
AARTIIND.NS,2023-09-30,2.51,489.38409423828125,194.97374272441485
AARTIIND.NS,2023-12-31,3.42,646.93505859375,189.16229783442984
AARTIIND.NS,2024-03-31,3.64,662.8196411132812,182.0933079981542
AARTIIND.NS,2024-06-30,3.78,683.4347534179688,180.80284481956846
AARTIIND.NS,2024-09-30,1.43,581.4000244140625,406.5734436461976
AARTIIND.NS,2024-12-31,1.27,408.959716796875,322.0155250369094
AARTIIND.NS,2025-03-31,2.65,389.7110595703125,147.06077719634433
AARTIIND.NS,2025-06-30,1.19,478.17523193359375,401.82792599461663
AARTIIND.NS,2025-09-30,2.92,374.8999938964844,128.39040886865902
AARTIIND.NS,2025-12-31,3.67,373.8999938964844,101.88010732874234
AARTIPHARM.NS,2022-12-31,5.26,,
AARTIPHARM.NS,2023-03-31,4.73,272.09698486328125,57.525789611687365
AARTIPHARM.NS,2023-06-30,5.2,365.9031066894531,70.36598205566406
AARTIPHARM.NS,2023-09-30,5.72,455.6650695800781,79.66172545106261
AARTIPHARM.NS,2023-12-31,5.82,497.58685302734375,85.49602285693192
AARTIPHARM.NS,2024-03-31,7.2,430.6875,59.81770833333333
AARTIPHARM.NS,2024-06-30,6.12,605.1111450195312,98.8743701012306
AARTIPHARM.NS,2024-09-30,6.03,631.4869384765625,104.72420206908167
AARTIPHARM.NS,2024-12-31,8.16,680.6312255859375,83.41068941004136
AARTIPHARM.NS,2025-03-31,9.75,745.6475219726562,76.47666892027243
AARTIPHARM.NS,2025-06-30,5.46,886.0690307617188,162.28370526771405
AARTIPHARM.NS,2025-09-30,3.08,825.8994750976562,268.14918022651176
AARTIPHARM.NS,2025-12-31,5.29,750.8086547851562,141.92980241685373
AARTISURF.NS,2022-12-31,4.68,622.2922973632812,132.96843960753873
AARTISURF.NS,2023-03-31,5.52,452.77740478515625,82.02489217122397
AARTISURF.NS,2023-06-30,6.18,617.342041015625,99.89353414492314
AARTISURF.NS,2023-09-30,5.58,637.75048828125,114.29220220094086
AARTISURF.NS,2023-12-31,7.86,752.26708984375,95.70828115060432
AARTISURF.NS,2024-03-31,5.5,551.5261840820312,100.27748801491477
AARTISURF.NS,2024-06-30,2.62,673.1782836914062,256.93827621809396
AARTISURF.NS,2024-09-30,2.14,823.6715698242188,384.893256927205
AARTISURF.NS,2024-12-31,0.95,636.6527099609375,670.1607473273027
AARTISURF.NS,2025-03-31,11.49,399.8851623535156,34.80288619264714
AARTISURF.NS,2025-06-30,3.48,561.9548950195312,161.4812916722791
AARTISURF.NS,2025-09-30,1.84,465.45001220703125,252.96196315599522
AARTISURF.NS,2025-12-31,4.32,387.79998779296875,89.76851569281683
AARVI.NS,2022-12-31,1.79,168.87010192871094,94.34083906631896
AARVI.NS,2023-03-31,2.33,98.19466400146484,42.143632618654436
AARVI.NS,2023-06-30,2.25,133.03334045410156,59.12592909071181
AARVI.NS,2023-09-30,1.77,120.63057708740234,68.15286841096177
AARVI.NS,2023-12-31,1.61,152.35768127441406,94.63210017044351
AARVI.NS,2024-03-31,2.06,115.12541961669922,55.88612602752389
AARVI.NS,2024-06-30,1.77,135.813232421875,76.73063978637006
AARVI.NS,2024-09-30,1.43,136.76954650878906,95.64303951663571
AARVI.NS,2024-12-31,1.6,132.16969299316406,82.60605812072754
AARVI.NS,2025-03-31,1.99,100.15709686279297,50.33019942853918
AARVI.NS,2025-06-30,2.85,111.28893280029297,39.048748350979984
AARVI.NS,2025-09-30,3.24,119.72000122070312,36.95061766071084
AARVI.NS,2025-12-31,2.71,128.13999938964844,47.28413261610643
AAVAS.NS,2021-03-31,11.14,2420.85009765625,217.31149889194344
AAVAS.NS,2021-06-30,7.52,2712.39990234375,360.69147637549867
AAVAS.NS,2021-09-30,11.65,2560.0,219.74248927038627
AAVAS.NS,2021-12-31,11.25,2616.050048828125,232.53778211805556
AAVAS.NS,2022-03-31,14.63,2569.449951171875,175.62884150183697
AAVAS.NS,2022-06-30,11.28,2015.449951171875,178.67464106133644
AAVAS.NS,2022-09-30,13.49,2241.699951171875,166.17494078368236
AAVAS.NS,2022-12-31,13.55,1845.8499755859375,136.22509044914668
AAVAS.NS,2023-03-31,16.05,1610.75,100.35825545171339
AAVAS.NS,2023-06-30,13.89,1536.949951171875,110.65154436082614
AAVAS.NS,2023-09-30,15.38,1739.300048828125,113.08842970273894
AAVAS.NS,2023-12-31,14.75,1532.25,103.88135593220339
AAVAS.NS,2024-03-31,18.0,1315.6500244140625,73.09166802300348
ABAN.NS,2022-12-31,-49.24,48.45000076293945,
ABAN.NS,2023-03-31,-65.21,33.25,
ABAN.NS,2023-06-30,-57.1,40.0,
ABAN.NS,2023-09-30,-54.43,48.29999923706055,
ABAN.NS,2023-12-31,-55.99,52.349998474121094,
ABAN.NS,2024-03-31,-58.28,49.75,
ABAN.NS,2024-06-30,-40.72,65.52999877929688,
ABAN.NS,2024-09-30,-19.76,75.08000183105469,
ABAN.NS,2024-12-31,-47.38,63.380001068115234,
ABAN.NS,2025-03-31,-44.52,36.90999984741211,
ABAN.NS,2025-06-30,-43.32,56.119998931884766,
ABAN.NS,2025-09-30,-52.68,42.369998931884766,
ABAN.NS,2025-12-31,5.06,19.75,3.9031620553359687
ABB.NS,2011-12-31,3.03,499.60992431640625,164.88776380079415
ABB.NS,2019-03-31,5.48,1157.5225830078125,211.22674872405335
ABB.NS,2019-06-30,6.15,1415.665283203125,230.18947694359755
ABB.NS,2019-09-30,6.38,1338.717529296875,209.8303337455917
ABB.NS,2022-03-31,3.76,2118.814453125,563.5144822140958
ABB.NS,2022-06-30,6.87,2264.81298828125,329.6671016421033
ABB.NS,2024-09-30,20.79,7990.85595703125,384.36055589375906
ABB.NS,2024-12-31,24.94,6857.2060546875,274.9481176699078
ABB.NS,2025-06-30,16.6,6068.8935546875,365.5959972703313
ABB.NS,2025-09-30,19.3,5183.2998046875,268.56475671955957
ABB.NS,2025-12-31,20.43,5170.0,253.05922662750856
ABBOTINDIA.NS,2022-12-31,116.16,20488.3515625,176.38043700499313
ABBOTINDIA.NS,2023-03-31,108.91,21157.306640625,194.2641322250023
ABBOTINDIA.NS,2023-06-30,136.59,22455.90234375,164.40370703382385
ABBOTINDIA.NS,2023-09-30,147.27,22535.548828125,153.02199245009166
ABBOTINDIA.NS,2023-12-31,146.35,22216.466796875,151.80366789801846
ABBOTINDIA.NS,2024-03-31,135.09,26367.4140625,195.18405553704937
ABBOTINDIA.NS,2024-06-30,154.36,26856.732421875,173.98764201784786
ABBOTINDIA.NS,2024-09-30,168.76,28764.875,170.44841787153354
ABBOTINDIA.NS,2024-12-31,169.78,29332.470703125,172.76752681779362
ABBOTINDIA.NS,2025-03-31,172.73,30298.56640625,175.40998324697506
ABBOTINDIA.NS,2025-06-30,172.18,35180.02734375,204.3212181655825
ABBOTINDIA.NS,2025-09-30,195.43,29290.0,149.87463541933172
ABBOTINDIA.NS,2025-12-31,176.93,29025.0,164.04792855931723
ABCAPITAL.NS,2022-12-31,13.53,150.1999969482422,11.101256241555225
ABCAPITAL.NS,2023-03-31,2.52,153.5500030517578,60.93254089355469
ABCAPITAL.NS,2023-06-30,2.5,196.3000030517578,78.52000122070312
ABCAPITAL.NS,2023-09-30,2.71,179.9499969482422,66.40221289603033
ABCAPITAL.NS,2023-12-31,2.83,166.39999389648438,58.79858441571886
ABCAPITAL.NS,2024-03-31,4.79,175.39999389648438,36.61795279676083
ABCAPITAL.NS,2024-06-30,2.92,238.7100067138672,81.75000229926958
ABCAPITAL.NS,2024-09-30,3.84,237.47999572753906,61.84374888737997
ABCAPITAL.NS,2024-12-31,2.72,177.82000732421875,65.37500269272748
ABCAPITAL.NS,2025-03-31,3.32,185.07000732421875,55.74397810970444
ABCAPITAL.NS,2025-06-30,3.2,276.6000061035156,86.43750190734863
ABCAPITAL.NS,2025-09-30,3.27,292.3500061035156,89.40367159128918
ABCAPITAL.NS,2025-12-31,3.61,357.70001220703125,99.08587595762639
ABCOTS.NS,2023-12-31,2.75,130.0,47.27272727272727
ABCOTS.NS,2024-03-31,1.84,244.39999389648438,132.8260836393937
ABCOTS.NS,2024-06-30,2.21,259.0,117.1945701357466
ABCOTS.NS,2024-09-30,1.71,429.45001220703125,251.14035801580775
ABCOTS.NS,2024-12-31,3.95,443.20001220703125,112.20253473595727
ABCOTS.NS,2025-03-31,1.29,459.1499938964844,355.93022782673205
ABCOTS.NS,2025-06-30,1.9,423.1499938964844,222.71052310341284
ABCOTS.NS,2025-09-30,1.65,431.79998779296875,261.69696229876894
ABCOTS.NS,2025-12-31,1.49,411.95001220703125,276.47651825975254
ABDL.NS,2023-03-31,-0.05,,
ABDL.NS,2023-06-30,-0.11,,
ABDL.NS,2023-09-30,0.46,,
ABDL.NS,2023-12-31,-0.18,,
ABDL.NS,2024-03-31,-0.1,,
ABDL.NS,2024-06-30,0.4,,
ABDL.NS,2024-09-30,1.7,336.19610595703125,197.76241526884192
ABDL.NS,2024-12-31,2.05,425.99713134765625,207.8034787061738
ABDL.NS,2025-03-31,2.81,303.6673889160156,108.06668644698065
ABDL.NS,2025-06-30,2.02,430.95001220703125,213.34159020150062
ABDL.NS,2025-09-30,2.3,507.70001220703125,220.73913574218753
ABDL.NS,2025-12-31,2.38,613.5499877929688,257.79411251805413
ABFRL.NS,2022-12-31,0.17,287.5,1691.1764705882351
ABFRL.NS,2023-03-31,-1.97,214.35000610351562,
ABFRL.NS,2023-06-30,-1.49,212.9499969482422,
ABFRL.NS,2023-09-30,-1.89,214.25,
ABFRL.NS,2023-12-31,-0.82,223.6999969482422,
ABFRL.NS,2024-03-31,-2.26,205.5500030517578,
ABFRL.NS,2024-06-30,-1.59,312.1499938964844,
ABFRL.NS,2024-09-30,-1.36,349.20001220703125,
ABFRL.NS,2024-12-31,-0.48,279.95001220703125,
ABFRL.NS,2025-03-31,-0.14,256.2699890136719,
ABFRL.NS,2025-06-30,-1.74,75.0,
ABFRL.NS,2025-09-30,-2.16,84.48999786376953,
ABFRL.NS,2025-12-31,-1.25,76.77999877929688,
ABINFRA.NS,2022-09-30,0.04,1.33305823802948,33.326455950737
ABINFRA.NS,2023-03-31,0.4,2.105484962463379,5.263712406158447
ABINFRA.NS,2023-09-30,0.07,2.2882091999053955,32.68870285579136
ABINFRA.NS,2023-12-31,0.05,4.734226226806641,94.68452453613281
ABINFRA.NS,2024-03-31,0.03,5.481734752655029,182.72449175516766
ABINFRA.NS,2024-06-30,0.01,4.996066570281982,499.60665702819824
ABINFRA.NS,2024-09-30,0.06,7.773663520812988,129.5610586802165
ABINFRA.NS,2024-12-31,0.08,8.777386665344238,109.71733331680298
ABINFRA.NS,2025-03-31,0.11,9.947404861450195,90.43095328591086
ABINFRA.NS,2025-06-30,0.08,16.29275131225586,203.65939140319824
ABINFRA.NS,2025-09-30,0.03,18.695999145507812,623.1999715169271
ABINFRA.NS,2025-12-31,0.1,17.719999313354492,177.19999313354492
ABMINTLLTD.NS,2022-12-31,-2.65,62.04999923706055,
ABMINTLLTD.NS,2023-03-31,3.64,54.95000076293945,15.096154055752596
ABMINTLLTD.NS,2023-06-30,-1.16,55.5,
ABMINTLLTD.NS,2023-09-30,0.03,36.0,1200.0
ABMINTLLTD.NS,2023-12-31,-2.29,54.900001525878906,
ABMINTLLTD.NS,2024-03-31,-0.22,60.849998474121094,
ABMINTLLTD.NS,2024-06-30,3.14,63.25,20.143312101910826
ABMINTLLTD.NS,2024-09-30,-0.54,56.900001525878906,
ABMINTLLTD.NS,2024-12-31,-2.19,69.25,
ABMINTLLTD.NS,2025-03-31,-1.86,41.880001068115234,
ABMINTLLTD.NS,2025-06-30,-0.1,70.94999694824219,
ABMINTLLTD.NS,2025-09-30,-0.44,38.40999984741211,
ABMINTLLTD.NS,2025-12-31,-3.55,41.93000030517578,
ABREL.NS,2022-12-31,0.78,710.516357421875,910.9184069511217
ABREL.NS,2023-03-31,13.01,628.6615600585938,48.32141122664056
ABREL.NS,2023-06-30,-0.53,854.245849609375,
ABREL.NS,2023-09-30,-2.73,1113.4971923828125,
ABREL.NS,2023-12-31,7.46,1218.66162109375,163.35946663455093
ABREL.NS,2024-03-31,0.34,1624.716064453125,4778.57666015625
ABREL.NS,2024-06-30,0.7,2308.08544921875,3297.2649274553573
ABREL.NS,2024-09-30,0.23,2847.495849609375,12380.416737432064
ABREL.NS,2024-12-31,-3.63,2506.401611328125,
ABREL.NS,2025-03-31,-11.73,1958.1435546875,
ABREL.NS,2025-06-30,-2.28,2433.616943359375,
ABREL.NS,2025-09-30,-1.41,1689.4000244140625,
ABREL.NS,2025-12-31,-6.52,1674.800048828125,
ABSLAMC.NS,2022-12-31,5.77,422.7859802246094,73.27313348780059
ABSLAMC.NS,2023-03-31,4.71,293.28741455078125,62.269090138170114
ABSLAMC.NS,2023-06-30,6.41,350.9176330566406,54.74534057045876
